,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
374,Murshida,Begum Jaan,Arijit Singh,Anu Malik,Rahat Indori, ,Pehli shart judayi hai Ishq bada harjayi hai Dil pe kisne dastak di Tum ho ya tanhayi hai Tujko bhoole baithe the Phir se teri yaad aayi hai Dil pe kisne dastak di Tum ho ya tanhayi hai Murshida murshida murshida Al madad dostan murshida Alvida alvida alvida Alvida dostan alvida x (2) Sukhe phool hain haathon mein Pyar ka mausan chaaha tha Usne zakhm diye humko Jis-se marham chaaha tha Jis-se marham chaaha tha Ab ke oss ki boondon ne Dil mein aag lagayi hai Dil pe kisne dastak di Tum ho ya tanhayi hai Murshida murshida murshida Al madad dostan murshida Alvida alvida alvida Alvida dostan alvida x (2) Pal pal banjar banjar hai Aaj bhi teri khwaaish hai Tujhse mile yeh kismat thi Tujhse bichhadna sajish hai Tujhse bichhadna sajish hai Jiske sapne dekhe the Usne neend udaayi hai Dil mein kisne dastak di Tum ho ya tanhayi hai Murshida murshida murshida Al madad dostan murshida Alvida alvida alvida Alvida dostan alvida x (2)
375,Baarish,Half Girlfriend,"Ash King, Shashaa Tirupati",Tanishk Bagchi,"Arafat Mehmood, Tanishk Bagchi", ,Chehre mein tere Khud ko main dhoondu Aankhon ke darmiyan Tu ab hai is tarah Khwaabon ko bhi jagah na mile Yeh mausam ki baarish Yeh baarish ka paani Yeh paani ki boonden Tujhe hi to dhoonden Yeh milne ki khwaahish Yeh khwaahish purani Ho poori tujhi se meri yeh kahani Kabhi tujhse utroon To saanson se guzroon Th aaye dil ko rahat Main hoon bethikana Panah mujhko pana Hai tujhmein de ijazat Na koyi darmiyan Hum dono hain yahan Phir kyun hai tu bata fasle Yeh mausam ki baarish Yeh baarish ka paani Yeh paani ki boonden Tujhe hi to dhoonden Yeh milne ki khwaahish Yeh khwaahish purani Ho poori tujhi se meri yeh kahani Hawaaon se tera Pata poochhta hoon Ab to aaja tu kahin se Parindon ki tarah Yeh dil hai safar mein Tu mila de zindagi se Bas itni ilteza Tu aake ik dafa Jo dil ne na kaha jaan le Yeh mausam ki baarish Yeh baarish ka paani Yeh paani ki boonden Tujhe hi to dhoonden Yeh milne ki khwaahish Yeh khwaahish purani Ho poori tujhi se meri yeh kahani
376,Haareya,Meri Pyaari Bindu,Arijit Singh,Sachin Jigar,-, ,Dekheya main chaand dekheya Nooran wale sitaare dekheya Par tere jaisa na koyi dekheya main Lagta hai nigaahon mein teri Bin doobe rehna hi nahi Mujhe ishq yeh karne se Ab koyi bhi na rok sakeya Oh haareya main dil haareya Oh haareya main dil haareya Oh haareya main dil haareya Main haara tujhe te x (2) Main haara tujhe te Khuli aankhon se dekha woh Haseen khwaab hai tu Dil mein jo utar jaaye woh Pyari baat hai tu x (2) Tere naam ka nasha Nasha hai zuban pe chha gaya Iss bekhudi mein doobne se Main khudko na rok sakeya Oh haareya main dil haareya Oh haareya main dil haareya Oh haareya main dil haareya Main haara tujhe pe Main haara tujhe pe
377,O Re Kaharo,Begum Jaan,"Kalpana Patowary, Altamash Faridi",Anu Malik,Kausar Munir, ,"O re kaharo doli utaaro Pal bhar ko thehro to zara Dil se laga ke bas ik dafa ve Dene do gudiyon ko dua Teri bindiya nikhar ke Chudiya bikhar ke Chunri mein chehke Tera kajra ho kara Gajra ho pyara Angna tera mehke Tera jiyara yeh jhoome Piyara jo choome Tan man yeh damke Tohe aanch na aaye Laaj na jaaye Ang ang yeh chamke Takiye pe tere taare bichhaye Chaand yeh tere liye thumriyan gaaye Khidki pe teri raat ki rani Murthiyan leke lori sunaaye So ja, so ja gudiya so ja Ankhiyon se tu ojhal ho ja O ri subah o ab na jagao Pal bhar ko thehro toh zara Neend yeh aadhi, sapna yeh aadha Poora to hone do zara Teri bindiya nikhar ke Chudiya bikhar ke Chunri mein chehke Tera kajra ho kara Gajra ho pyara Angna tera mehke Tera jiyara yeh jhoome Piyara jo choome Tan man yeh damke Tohe aanch na aaye Laaj na jaaye Ang ang yeh chamke Teri bindiya nikhar ke hmm.. Tera kajra ho kara Gajra ho pyara hmm.."
378,Aazaadiyan,Begum Jaan,"Sonu Nigam, Rahat Fateh Ali Khan",Anu Malik,Kausar Munir, ,"Aah nikli hai yahaan Aah nikli hai wahaan Wah ri wah yeh aazaadiyan x (2) Teri yeh rataari Teri yeh zameenein Teri yeh kataari Teri yeh lakeerein Ghar mera hai kahan Bas yeh bata Ho aah nikli hai yahaan Aah nikli hai wahaan Wah ri wah yeh aazaadiyan Aazaadiyan, ho aazaadiyan Ho aazaadiyan, aazaadiyan x (2)"
379,Maana Ke Hum Yaar Nahin,-,Parineeti Chopra,Sachin Jigar,Kausar Munir, ,Maana ke hum yaar nahin Lo tay hai ke pyar nahin Maana ke hum yaar nahin Lo tay hai ke pyar nahin Phir bhi nazrein na tum milaana Dil ka aitbar nahin Maana ke hum yaar nahin Raaste mein jo milo to Hath milaane ruk jaana Ho sath mein koyi ho tumhare Door se hi tum muskana Lekin muskaan ho aisi Ke jismein ikrar nahin Lekin muskaan ho aisi Ke jismein ikrar nahin Nazron se na karna tum bayan Woh jis’se inkar nahin Maana ke hum yaar nahin
380,Dil Mera Banjara,Mukaddar Pur Ka Majnu,Aanand Menon,"Aanand Menon, Siddhant Sharma",Suraj singh, ,Mujhe pyar mila na koyi Mera yaar bana na koyi x (2) Maine dhadkan apni vaari Main saasein bhi hara Dil mera banjara Ho dil mera banjara Dil mera banjara banjara Ho dil mera banjara x (2) Chunn chunn ke armanon ka Har ik tha phool sajaya Tere ishq mein sajda karke Kahin aur na sar ko jhukaya x (2) Teri har khwaaish ko apne Jeene ka sabab kar dala Tujhe paane ki hasrat mein Khud ko hi fanaa kar dala Duniya se hua beghana Yoon phirta main mara Dil mera banjara Ho dil mera banjara Dil mera banjara banjara Ho dil mera banjara x (2) Phir baarish ka ik baadal Bin barse laut gaya Ummeedein loot ke saari Koyi aansu chhod gaya x (2) Behte huye dariya ki woh Rawani tod gaya Tanhayi se ladne ko Mujhe tanha chhod gaya Falak pe raha akela Main toota ik taara Dil mera banjara Ho dil mera banjara Dil mera banjara banjara Ho dil mera banjara x (2)
381,Baby Besharam,Naam Shabana,Aditi Singh Sharma,Meet Bros,Kumaar, ,"Raffa daffa saari duniya ko karke Maza waza kar lo, maza waza kar lo Raffa daffa sufi bandon ko karke Nasha washa kar lo, nasha washa kar lo x (2) Raatein naughty hone lagi hain Raatein crazy hone lagi hain Baatein chal kuchh to karein donon Limit ke baahar jaake hum, haan.. Karne laga hai badmashiyan Ke dil hua besharam, baby besharam Let’s do aai yei yei ayyashiyan Ke dil hua besharam, baby besharam x (2) Besharam, baby besharam Besharam, baby Besharam, baby besharam Besharam, baby besharam Thoda sa bigadne mein Bolo na kya harz hai Hum donon bhi matlabi hain Dil bhi khudgarz hai Khul ke milne julne mein Duniya ko aitraz hai Phir bhi raaton ko milne se Dil nai aata baaz hai x (2) Dreamy! we are the feelin’ so Dreamy! hosh na aaye when you see me Sabko bhulake ik dooje mein Khoye rahein hum Karne laga hai badmashiyan Ke dil hua besharam, baby besharam Let’s do aai yei yei ayyashiyan Ke dil hua besharam, baby besharam x (2)"
382,Uff Yeh Noor,Noor,Armaan Malik,Amaal Mallik,Manoj Muntashir, ,Dil ye nikamma baaz na aaye Ulte sulte pench ladaaye x (2) Ajab ghazab hain iske tewar Zaraa zaraa si baat lekar Kare tamaashe macha de ye halla Uff yeh noor wallah Uff yeh noor wallah Kuchh baat hai ismein zarur Athrangiyan iski mash-hoor Wallah wallah wallah wallah Uff yeh noor Wallah wallah wallah wallah Seedhe seedhe sab chalein Par ye tedhi chale Afra tafri ho jahaan Ye bas wahin mile x (2) Paagalon se zyaada paagal Rahe zameen pe maange baadal Kahin se jaake zaraa akal laa Uff yeh noor wallah Uff yeh noor wallah Kuchh baat hai ismein zarur Athrangiyan iski mash-hoor Wallah wallah wallah wallah Uff yeh noor
383,Holi Hai,-,Tony Kakkar,Tony Kakkar,Tony Kakkar, ,"Tu chhup chhup ke mujhe dekh rahi thi Aise aakhein senkh rahi thi x (2) Laal rang bhi phenk rahi thi Maari maine bhi pichkari Kyun ki! Bura na maano holi hai Holi hai, holi hai.. Bura na maano holi hai Holi hai, holi hai.. Holi Bihar wali Holi takrar wali Bhaabi ke pyar wali Holi holi holi holi x (2) Gori jab bhi boli hogi Zor zor se holi hogi Meri pichkari aur Bheegi uski choli hogi Choli hogi, choli hogi Holi Bihar wali Holi takrar wali Bhaabi ke pyar wali Holi holi holi holi x (2) Holi hai.. Kyun ki! Bura na maano holi hai Holi hai.. Bura na maano holi hai Holi hai.."
384,Yaar Purane,-,Rippy Gill,Deep Jandu,Gursewak Dhillon, ,"Deep Jandu, Rippy Gill! Aa gaya ni ohi billo time Sun leya! Kujh maapeyan sikhaya Kujh dhokheyan ton sikhe Kuj allhadan de pyar atte Rosseyan ton sikhe x (2) Ho athra subah mudd ton Bohatan kari da kise te aitbar ni Ek badle na shauk balliye Ek badle purane na oh yaar ni x (2) Bhavein jodran pawaan Par jutti da shaukeen Khadi rakhi di creez Bohati paayi di ni jean x (2) Ho na aaj di mandeer waangran Na main dab vich rakhan hathyar ni Ek badle na shauk balliye Ek badle purane na oh yaar ni x (2) Je koyi pyar naal bulawein Assi chang ban jaaiye Koyi aakdan wekhave Assi agg ban jaaiye x (2) Jatt jadon da jagadi baneya Ditte choti ae khadari vi khalar ni Ek badle na shauk balliye Ek badle purane na oh yaar ni x (2) Ajj apne hi dum utte Baneya ae dhillon Munda mahal kalan area ch Manneya ae dhillon x (2) Bas babe da shukar kari da Unjh jitteya kise ne sansar ni Ek badle na shauk balliye Ek badle purane na oh yaar ni x (2) Rippy Gill"
385,Din Shagna Da,Phillauri,Jasleen Royal,Jasleen Royal,-, ,"Din shagna da chadeya Aao sakhiyon ni vehda sajeya Haan! Mera sajna milleya Sajna milan wadhaiyan Ni sajjan doli laike aauna Ni vehda sajeya Mera sajna milleya Sajna milleya, sajna milleya haan Din shagna da chadeya Aao sakhiyon ni vehda sajeya Haan! Mera sajna milleya Sajna milan wadhaiyan Ni sajjan doli laike aauna Ni mera sajeya Dholna ve, dholna ve Raanjhan maahi dholna Dholna ve, dholna ve Heer jogni dholna Dholna ve dholna Tu mera nasiba dholna Dholna ve dholna Main jugni teri dholna Jawaan na main bin shehnaiyan Satrangi rubaiyan Suna ja tu harjaiya x (2) Shaamiyana sajawan Doli laike main aavan Aatishbazi kara ke Tainu laike main jawaan"
386,Cheez Badi,Machine,"Neha Kakkar, Udit Narayan","Viju Shah, Tanishk Bagchi","Anand Bakshi, Shabbir Ahmed", ,"Pa ni sa x (2) Kaliyon jaisa husn jo paya Har adaa mein noor hai aaya Sath mere aur sat-hattar ghayal Blame doon rab ko kyun aisa banaya Tere jis’se pad gaya pala Achchhe ko ghalat kar dala Tera, nahi tera Nahi tera koyi dosh dosh Madhosh hai tu har waqt waqt Tu cheez badi hai mast mast Main cheez badi hoon mast Cheez badi! Haan ankhiyan farebi shaitani hain Ishq mein tere marjaani hain Kitna koyi khud ko bachaye Aag dilon mein lag jaani hai Jaadu aisa kar dala Na hosh kisi ne sambhala Tera, nahi tera koyi dosh dosh Tera husn hi zarbardast dast Tu cheez badi hai mast mast Tu cheez badi hai mast Tu cheez badi hai mast mast Main cheez badi hoon mast Pa ni sa"
387,Naughty Billo,Phillauri,"Anushka Sharma, Diljit Dosanjh, Nakash Aziz, Shilpi Paul",Shashwat Sachdev,Anvita Dutt, ,"Malmal wala kurta rang firozi tha Uss par katil ik button tha chandi ka Tu rehn de bas Do nainon ka woh hamla Phans gaya bhola jatt yamla Marta kya na karta Ha chal jhoothe Naughty naughty billo Main jhooth boleya koi na, ji koi na Naughty naughty billo Kal raat akeli soyi na, soyi na Naughty naughty billo Main jhooth boleya koi na, ji koi na Naughty naughty billo Kal raat akeli soyi na, ji soyi na Uske kandhe pe jo til hai Woh to chitka mera dil hai Woh bazi khel gayi, loot gayi Maar gayi marjani Haan ji haan raat andhere Aa gaya tha paas woh mere Oho kaisa teer chala Maar gaya aakhein surme wali Oh khasmha nu kha, mar ja gudd kha Oye bas kar karma waliye Kuchh na main boli thi Main bhi to bholi thi Haaye kya karti Let’s go! Naughty naughty billo Main jhooth boleya koi na, ji koi na Naughty naughty billo Kal raat akeli.. Bajake danka Punjabi nachda Aa aaja phir se dohra zara Phire pind ke aage ban da gabhru bada Jaa tere jaise dekhe bade Main hoon lakhon mein ik sabse pare Main hi ban jaaungi pehchan teri Zara kadar tu kar nadan meri Tu hai ser to main sawa ser Yeh samjha du Na rehna tu dhokhe mein yu Jaa door fitte munh Naughty naughty billo Main jhooth boleya koi na, ji koi na Naughty naughty billo Kal raat akeli soyi na, ji soyi na Naughty naughty.."
388,Rozana,Naam Shabana,Shreya Ghoshal,Rochak Kohli,Manoj Muntashir, ,"Tere haathon ki taraf Mere haathon ka safar Rozana, rozana Teri aankhon se kahein Kuchh to meri nazar Rozana, rozana Rozana main sochoon yehi Kahaan aajkal main hun lapata Tujhe dekh loon to hassne lage Mere dard bhi kyun khaamkha Hawaon ki tarah Mujhe chhoo ke tu ghuzar Rozana, rozana Tere haathon ki taraf Mere haathon ka safar Rozana, rozana In ankhon se yeh bata Kitna main dekhoon tujhe Reh jaati hai kuchh kami Jitna bhi dekhoon tujhe Rozana main sochoon yehi Ke chalti rahein batein teri Aate jate yoon hi mere liye thehar Rozana, rozana Tere haathon ki taraf Mere haathon ka safar Rozana, rozana"
389,Sahiba,Phillauri,"Romy, Pawni Pandey",Shashwat Sachdev,Anvita Dutt, ,"Tujhse aisa uljha dil Dhaga dhaga khincha Tujhse aisa uljha dil Dhaga dhaga khincha Dargah pe jaise ho Chaadron sa bichha Yoon hi roz yeh udhda buna Kissa ishq ka kayi bar Humne phir se likha Sahiba, sahiba Chal wahan jahan mirza x (2) O sahiba, o sahiba Hijra ki chot hai laagi re o sahiba Jigar hua hai baagi re Zid behad huyi rat’ti hai zuban O tere bin Ho tere bin saans bhi kaanch si Kaanch si kaate kaate re Ho tere bin jindri rakh si Rakh si laage re x (2)"
390,Tera Junoon,Machine,Jubin Nautiyal,Tanishk Bagchi,"Arafat Mehmood, Mohammed Irfan", ,Tera junoon hai sar pe chadha Mujhe na sukun hai karde riha Haal ye mera dekh zara Hosh hai baaki mujhme kahaan Jeena muhal hai ab Tera sawal hai ab De bata tu zara Kya naam loon main tere pyar ka Tu.. tu mohabbat nahin hai to kya Tu.. tujhse rahat mile kyon bata x (2) Tere padhoon dil ke varak saare Likhe mile mere hi hakk saare Jo soche tu mehsus ho mujhko Mit se gaye jaise farak saare Dil mein kahin pe ek dar sa laga hai Mujhse bhi zyada koyi tumko na chaahe Mujhse na chheene pyar mera Mujhe na sakun hai karde riha Haal ye mera dekh zara Hosh hai baaki mujhme kahaan Jeena muhal hai ab Tera sawal hai ab De bata tu zara Kya naam loon main tere pyar ka Tu.. tu mohabbat nahin hai to kya Tu.. tujhse rahat mile kyon bata x (2) Tu hi wajah hai mere jeene ki Tu chain hai bechain seene ki Phir dard kyun hai is kadar mujhko Tu jo mera phir kyun fikar mujhko Koyi tarika mere dil ko sikha de Kaise jiyoon main tere bin ye bata de Saans chale na tere bina Mujhe na sakun hai karde riha Haal ye mera dekh zara Hosh hai baaki mujhme kahaan Jeena muhal hai ab Tera sawal hai ab De bata tu zara Kya naam loon main tere pyar ka Tu.. tu mohabbat nahin hai to kya Tu.. tujhse rahat mile kyon bata x (2)
391,Tu Hi Toh Mera,Machine,Yaseer Desai,Tanishk Bagchi,Arafat Mehmood, ,Pehli dafaa hum-tum mile Phir bhi yakin kyun ho raha hai Dil ka mere dil se tere Ik vasta sadiyon raha hai Maine to tujhko paya Toone jo mujhko paya Hai ye khuda ka faisla Tu hi toh mera mera Mera hai bas mera x (2) Doori ek pal bhi teri Naa seh kabhi sakenge Saasein chalengi lekin Jee ke na jee sakenge Mujhko tujhme samaya Tujhko mujhme samaya Hai ye khuda ka faisla Tu hi toh mera mera Mera hai bas mera x (2) Sachchi ho gar mohabbat To tay hai gham milenge Lekin hamein yahin tha Ek din to hum milenge Humko jannat mein laya Hum donon ko milaya Hai yeh khuda ka faisla Tu hi toh mera mera Mera hai bas mera x (2)
392,Chatur Naar,Machine,"Nakash Aziz, Shashaa Tirupati, Ikka",Tanishk Bagchi,Niket Pandey, ,"This will make your ass shake Chatur naar Ek chatur naar Ek chatur naar every shanivar Mere man ke taar ko chhedat jaat Badi hoshiyar, deke smile yaar Humko kataar mein rakhat jaat Nach nach ke taapman badhandi ae High speed mein jab baal udandi ae Naughty naughty akhiyon se Mujhko bulandi ae Control nai hunda anymore Utton DJ kare shor Ek chatur naar Shor Re thaam, re thaam, ae thaam Thaam thaam ruk Jaanu main jaanu saari teri chaturayi Cute khiladi baby tu Chumbak se kheenchte hain tere yeh ishare Do naina tere jaise glue Jhootha mootha blame dale Seedhi saadi naari pe Gira tu khud aake Nainon ki katari pe Ulta police ko daante chor Utton DJ kare shor Ek chatur naar Shor Ek chatur naar Daru fizz on fire Tu ladkon ka desire Tere pichhe padke ban gaye Aadhe aashiq, aadhe shayar Oh meri baby doll Tappe khaaye jaise ball Tu chalti hai aise jaise chale pistol Chadh ke woh din chiki re Jhatpat atpat lipat makar ke Bal bal re, bal bal re, bal bal re Dekhoon jo dekhoon tujhe soonje shehnayi Dil ka makaan legi tu Jhaanse mein aaunga to pakka thug legi Bachche ki jaan legi tu Chikna hai dance floor Jamm ke paanv dhariyo Daayen baayen dekh ke tu Dance aise kariyo Jaise jungle mein nache mor Utton DJ kare shor Ek chatur naar Utton DJ kare shor Ek chatur naar Ek chatur naar every shanivar Mere man ke taar ko chhedat jaat Badi hoshiyar, deke smile yaar Humko kataar mein rakhat jaat Nach nach ke taapman badhandi ae High speed mein jab baal udandi ae Naughty naughty akhiyon se Mujhko bulandi ae Control nai hunda anymore Utton DJ kare shor Ek chutar naar x (5)"
393,Brake’an Fail,Machine,"Jasmine Sandlas, Ikka, Rajveer Singh",Dr. Zeus,Jasmine Sandlas, ,"This is the kind of love story Either you stay out of it Or you go in all the way brake’an fail Yeah yeah yeah alright! Loki kehnde ne main tainu Enna na pyar karaan Haddan banaiyan ne Enna ne main na paar karaan x (2) Tu mere naal Mainu duniya di lorh nahi Ohad mera hath Te main pyar nale laad karaan Dil tere naam karaan Pyar da elaan karaan Dil tere naam karaan Dil tere, dil tere, dil tere Tere tere… Tere meri kahaani Ae duniya yaad karegi soch lai Brake’an ne meriyan fail te sajjna Rok saki te rok lai x (2) Brake’an fail x (4) Main thodi si diwani hoon Duniya ki baaton se anjani hoon Ek paheli ek kahaani hoon Par tere sapnon ki rani hoon Jahan jaaun wahan tu Aashikon ki shaan tu Mehfilon ki jaan tu Haan dilon ki rani tu Chadhti jawani tu Pyar ki nishani tu Pyar ki nishani main Tere meri kahaani Ae duniya yaad karegi soch lai Brake’an ne meriyan fail te sajjna Rok saki te rok lai x (2) Mujhse tu pyar kar Khulke izhar kar Duniya ko bhool ja Mujhse ankhein chaar kar Chal long drive pe bas Hum donon chalte hain In sabse door jo yeh sab Humse jalte hain Romantic gaane honge Honge hathon mein hath Duniya ko aag laga doon Jo tu hai mere sath Brake’an fail! Ek aisi duniya banaun main Tujhe udda ke le jaaun main Hadd se zyaada tujhe chahoon main Aa tujhe jannat dikhaun main Jahan jaaun wahan main Ashiqon ki jaan main Mehfilon ki shaan main Haan dilon ki rani main Chadhti jawani main Pyar ki nishani main Pyar ki nishani main Tere meri kahaani Ae duniya yaad karegi soch lai Brake’an ne meriyan fail te sajjna Rok saki te rok lai x (2)"
394,Whats Up,Phillauri,"Mika Singh, Jasleen Royal",Jasleen Royal,-, ,"Ho chug chug chug chug chug chug chug chug Shaguna wali taal ve Jagmag jagmag kardi khushiyan Ho gaya kamal ve Tittar bittar 900 chittar Ho gaya bura haal ve Nach nach pair dukhan lagge Na rukne ka sawal Kisi nu son ni dena Ae drama hon ni dena Kisi se baat ni karni Kisi nu kuchh ni kehna Main kenna whats up Kehnde pauni ae khapp te naal nachna Karke bottoms up aaj hilne je lakk Tere naal nachna Aaj hathan di taliyan te Khill aayi kaliyan Surma laa ankhiyan ch Vekhe teri galiyan Hansdi’an janchdi’an sohniyan ve sajiyan Nazran na laggan ke khaira ne manggiyan Ho lakh lakh vadhiyan hon Tap tap bhangre vi paaun Vajjdi shehnaiyan hon Sang sang saare vi gaaun Main kenna whats up Kehnde pauni ae khapp te naal nachna Karke bottoms up aaj hilne je lakk Tere naal nachna Aaja mahiya, ve aaja mahiya Dhol sipahiya ve aaja mahiya Haaye ni dekha teri raah Te utte vaari vaari ja x (2) Karo ji akkad bakkad Mere saare yaar piyakkad Machonde dhoom dhamakkad O aa lai glassy tu fad Main kenna whats up Kehnde pauni ae khapp te naal nachna Karke bottoms up aaj hilne je lakk Tere naal nachna"
